mes,dia_de_la_semana,dia,hora,minuto,cpu_percent,ram_percent,top_1,top_2,top_3
3,Sunday,26,0,45,9.5,6.5,python3,uwsgi,httpd
3,Sunday,26,0,48,11.3,7.0,python3,uwsgi,httpd
3,Sunday,26,0,51,8.9,6.8,python3,uwsgi,httpd
3,Sunday,26,0,54,10.1,6.8,python3,uwsgi,httpd
3,Sunday,26,0,57,24.1,6.8,python3,uwsgi,httpd
3,Sunday,26,1,0,10.1,7.1,python3,uwsgi,httpd
3,Sunday,26,1,3,8.6,6.8,python3,uwsgi,httpd
3,Sunday,26,1,6,11.9,7.0,uwsgi,httpd,php
3,Sunday,26,1,9,8.4,6.8,uwsgi,httpd,php
3,Sunday,26,1,12,10.5,6.8,uwsgi,httpd,php
3,Sunday,26,1,15,8.9,6.8,uwsgi,httpd,php
3,Sunday,26,1,18,9.9,7.0,uwsgi,httpd,php
3,Sunday,26,1,21,8.9,6.8,uwsgi,httpd,php
3,Sunday,26,1,24,21.5,6.9,uwsgi,php,httpd
3,Sunday,26,1,27,8.9,6.8,uwsgi,httpd,php
3,Sunday,26,1,30,10.1,7.0,uwsgi,httpd,php
3,Sunday,26,1,33,9.2,6.8,uwsgi,httpd,php
3,Sunday,26,1,36,10.0,7.0,uwsgi,httpd,php
3,Sunday,26,1,39,7.9,6.8,uwsgi,httpd,php
3,Sunday,26,1,42,10.4,6.9,uwsgi,httpd,php
3,Sunday,26,1,45,8.6,6.8,uwsgi,httpd,php
3,Sunday,26,1,48,11.2,6.7,uwsgi,httpd,php
3,Sunday,26,1,51,8.8,6.8,uwsgi,httpd,php
3,Sunday,26,1,54,11.1,6.8,uwsgi,httpd,php
3,Sunday,26,1,57,8.5,6.7,uwsgi,httpd,php
3,Sunday,26,2,0,11.3,7.0,uwsgi,httpd,php
3,Sunday,26,2,3,8.6,6.7,uwsgi,httpd,php
3,Sunday,26,2,6,18.6,6.8,uwsgi,httpd,php
3,Sunday,26,2,9,11.0,6.8,uwsgi,httpd,php
3,Sunday,26,2,12,11.4,6.9,uwsgi,httpd,php
3,Sunday,26,2,15,9.2,6.8,uwsgi,httpd,php
3,Sunday,26,2,18,11.3,6.8,uwsgi,httpd,php
3,Sunday,26,2,21,9.0,6.8,uwsgi,httpd,php
3,Sunday,26,2,24,14.1,6.7,uwsgi,httpd,php
3,Sunday,26,2,27,9.2,6.8,uwsgi,httpd,php
3,Sunday,26,2,30,19.4,7.0,uwsgi,httpd,php
3,Sunday,26,2,33,9.3,6.7,uwsgi,httpd,php
3,Sunday,26,2,36,10.7,6.8,uwsgi,httpd,php
3,Sunday,26,2,39,17.7,6.8,uwsgi,httpd,php
3,Sunday,26,2,42,9.8,7.0,uwsgi,httpd,php
3,Sunday,26,2,45,9.0,6.8,python3,uwsgi,httpd
3,Sunday,26,2,48,10.0,6.8,python3,uwsgi,httpd
3,Sunday,26,2,51,8.4,6.8,python3,uwsgi,httpd
3,Sunday,26,2,54,15.9,6.8,python3,uwsgi,httpd
3,Sunday,26,2,57,8.6,6.7,python3,uwsgi,httpd
3,Sunday,26,3,0,11.8,7.1,python3,uwsgi,httpd
3,Sunday,26,3,3,9.7,6.8,python3,uwsgi,httpd
3,Sunday,26,3,6,27.5,6.9,python3,uwsgi,httpd
3,Sunday,26,3,9,11.7,6.7,python3,uwsgi,httpd
3,Sunday,26,3,12,9.8,7.0,python3,uwsgi,httpd
3,Sunday,26,3,15,9.4,6.8,python3,uwsgi,httpd
3,Sunday,26,3,18,21.3,6.8,python3,uwsgi,httpd
3,Sunday,26,3,21,8.2,6.8,python3,uwsgi,httpd
3,Sunday,26,3,24,11.6,7.0,python3,uwsgi,httpd
3,Sunday,26,3,27,8.9,6.8,python3,uwsgi,httpd
3,Sunday,26,3,30,12.0,7.1,python3,uwsgi,httpd
3,Sunday,26,3,33,8.6,6.8,python3,uwsgi,httpd
3,Sunday,26,3,36,10.2,6.8,python3,uwsgi,httpd
3,Sunday,26,3,39,9.1,6.6,python3,uwsgi,httpd
3,Sunday,26,3,42,48.5,7.3,python3,uwsgi,httpd
3,Sunday,26,3,45,9.1,7.1,python3,uwsgi,httpd
3,Sunday,26,3,48,11.6,7.3,python3,uwsgi,httpd
3,Sunday,26,3,51,9.4,7.1,python3,uwsgi,httpd
3,Sunday,26,3,54,10.5,7.3,python3,uwsgi,httpd
3,Sunday,26,3,57,8.9,7.1,python3,uwsgi,httpd
3,Sunday,26,4,0,10.1,7.4,python3,uwsgi,httpd
3,Sunday,26,4,3,10.0,7.0,python3,uwsgi,httpd
3,Sunday,26,4,6,11.2,6.7,python3,uwsgi,httpd
3,Sunday,26,4,9,9.1,6.6,python3,uwsgi,httpd
3,Sunday,26,4,12,10.5,6.7,python3,uwsgi,httpd
3,Sunday,26,4,15,8.4,6.7,python3,uwsgi,httpd
3,Sunday,26,4,18,25.8,7.0,python3,uwsgi,httpd
3,Sunday,26,4,21,8.2,6.6,python3,uwsgi,httpd
3,Sunday,26,4,24,9.7,6.8,python3,uwsgi,httpd
3,Sunday,26,4,27,8.6,6.7,python3,uwsgi,httpd
3,Sunday,26,4,30,26.1,7.0,python3,uwsgi,httpd
3,Sunday,26,4,33,9.4,6.7,python3,uwsgi,httpd
3,Sunday,26,4,36,10.2,6.9,python3,uwsgi,httpd
3,Sunday,26,4,39,9.1,6.7,python3,uwsgi,httpd
3,Sunday,26,4,42,12.3,6.8,python3,uwsgi,httpd
3,Sunday,26,4,45,10.8,6.7,python3,uwsgi,httpd
3,Sunday,26,4,48,10.7,6.7,uwsgi,httpd,php
3,Sunday,26,4,51,8.6,6.7,uwsgi,httpd,php
3,Sunday,26,4,54,10.8,6.9,uwsgi,httpd,php
3,Sunday,26,4,57,8.6,6.7,uwsgi,httpd,php
3,Sunday,26,5,0,8.5,7.0,uwsgi,httpd,php
3,Sunday,26,5,3,8.8,6.7,uwsgi,httpd,php
3,Sunday,26,5,6,10.5,6.6,uwsgi,httpd,php
3,Sunday,26,5,9,8.6,6.7,uwsgi,httpd,php
3,Sunday,26,5,12,27.9,6.9,uwsgi,httpd,php
3,Sunday,26,5,15,9.2,6.7,uwsgi,httpd,php
3,Sunday,26,5,18,10.3,6.9,uwsgi,httpd,php
3,Sunday,26,5,21,8.4,6.7,uwsgi,httpd,php
3,Sunday,26,5,24,11.8,6.7,uwsgi,httpd,php
3,Sunday,26,5,27,8.8,6.7,uwsgi,httpd,php
3,Sunday,26,5,30,11.6,7.0,uwsgi,httpd,php
3,Sunday,26,5,33,9.6,6.7,uwsgi,httpd,php
3,Sunday,26,5,36,10.3,6.9,uwsgi,httpd,php
3,Sunday,26,5,39,8.9,6.7,uwsgi,httpd,php
3,Sunday,26,5,42,10.0,6.8,uwsgi,httpd,php
3,Sunday,26,5,45,8.8,6.7,uwsgi,httpd,php
3,Sunday,26,5,48,19.3,6.7,uwsgi,httpd,php
3,Sunday,26,5,51,8.8,6.7,uwsgi,httpd,php
3,Sunday,26,5,54,11.3,6.9,uwsgi,httpd,php
3,Sunday,26,5,57,18.0,6.7,uwsgi,httpd,php
3,Sunday,26,6,0,10.5,7.0,uwsgi,httpd,php
3,Sunday,26,6,3,9.3,6.7,uwsgi,httpd,php
3,Sunday,26,6,6,10.9,6.8,uwsgi,httpd,php
3,Sunday,26,6,9,8.6,6.7,uwsgi,httpd,php
3,Sunday,26,6,12,10.1,6.8,uwsgi,httpd,php
3,Sunday,26,6,15,8.8,6.7,uwsgi,httpd,php
3,Sunday,26,6,18,11.3,6.9,uwsgi,httpd,php
3,Sunday,26,6,21,10.8,6.7,uwsgi,httpd,php
3,Sunday,26,6,24,12.3,6.9,python3,uwsgi,httpd
3,Sunday,26,6,27,9.0,6.7,python3,uwsgi,httpd
3,Sunday,26,6,30,19.9,6.8,python3,uwsgi,httpd
3,Sunday,26,6,33,8.8,6.7,python3,uwsgi,httpd
3,Sunday,26,6,36,10.5,6.9,python3,uwsgi,httpd
3,Sunday,26,6,39,8.2,6.7,python3,uwsgi,httpd
3,Sunday,26,6,42,11.5,6.7,python3,uwsgi,httpd
3,Sunday,26,6,45,9.0,6.7,python3,uwsgi,httpd
3,Sunday,26,6,48,9.1,6.7,python3,uwsgi,httpd
3,Sunday,26,6,51,9.1,6.7,python3,uwsgi,httpd
3,Sunday,26,6,54,12.9,6.9,python3,uwsgi,httpd
3,Sunday,26,6,57,8.7,6.8,python3,uwsgi,httpd
3,Sunday,26,7,0,11.1,6.9,python3,uwsgi,httpd
3,Sunday,26,7,3,8.9,6.7,python3,uwsgi,httpd
3,Sunday,26,7,6,10.8,6.8,python3,uwsgi,httpd
3,Sunday,26,7,9,8.8,6.8,python3,uwsgi,httpd
3,Sunday,26,7,12,10.3,6.9,python3,uwsgi,httpd
3,Sunday,26,7,15,9.2,6.8,python3,uwsgi,httpd
3,Sunday,26,7,18,10.8,6.8,python3,uwsgi,httpd
3,Sunday,26,7,21,9.7,6.9,python3,uwsgi,httpd
3,Sunday,26,7,24,10.4,6.7,python3,uwsgi,httpd
3,Sunday,26,7,27,10.7,6.9,python3,uwsgi,httpd
3,Sunday,26,7,30,10.9,7.0,python3,uwsgi,httpd
3,Sunday,26,7,33,12.1,6.4,python3,uwsgi,httpd
3,Sunday,26,7,36,10.3,6.7,python3,uwsgi,httpd
3,Sunday,26,7,39,8.8,6.7,python3,uwsgi,httpd
3,Sunday,26,7,42,11.0,6.7,python3,uwsgi,httpd
3,Sunday,26,7,45,9.0,6.7,python3,uwsgi,httpd
3,Sunday,26,7,48,11.7,6.7,python3,uwsgi,httpd
3,Sunday,26,7,51,23.5,6.7,python3,uwsgi,httpd
3,Sunday,26,7,54,9.4,6.7,python3,uwsgi,httpd
3,Sunday,26,7,57,8.8,6.7,python3,uwsgi,httpd
3,Sunday,26,8,0,9.9,7.1,python3,uwsgi,httpd
3,Sunday,26,8,3,9.1,6.7,python3,uwsgi,httpd
3,Sunday,26,8,6,10.5,6.7,python3,uwsgi,httpd
3,Sunday,26,8,9,24.5,6.7,python3,uwsgi,httpd
3,Sunday,26,8,12,11.5,6.7,uwsgi,httpd,php
3,Sunday,26,8,15,9.1,6.7,uwsgi,httpd,php
3,Sunday,26,8,18,10.7,6.7,uwsgi,httpd,php
3,Sunday,26,8,21,9.2,6.6,uwsgi,httpd,amazon-cloudwatch-agent
3,Sunday,26,8,24,10.1,6.7,uwsgi,httpd,php
3,Sunday,26,8,27,8.4,6.7,uwsgi,httpd,php
3,Sunday,26,8,30,9.6,6.8,uwsgi,httpd,php
3,Sunday,26,8,33,9.9,6.5,uwsgi,httpd,php
3,Sunday,26,8,36,11.9,6.7,uwsgi,httpd,amazon-cloudwatch-agent
3,Sunday,26,8,39,9.8,6.7,uwsgi,httpd,php
3,Sunday,26,8,42,18.5,6.8,uwsgi,httpd,php
3,Sunday,26,8,45,9.1,6.7,uwsgi,httpd,php
3,Sunday,26,8,48,10.8,6.7,uwsgi,httpd,php
3,Sunday,26,8,51,8.2,6.7,uwsgi,httpd,php
3,Sunday,26,8,54,24.4,6.7,uwsgi,httpd,amazon-cloudwatch-agent
3,Sunday,26,8,57,13.8,6.7,uwsgi,httpd,php
3,Sunday,26,9,0,26.3,7.1,uwsgi,httpd,php
3,Sunday,26,9,3,8.5,6.8,uwsgi,httpd,php
3,Sunday,26,9,6,10.7,6.9,uwsgi,httpd,php
3,Sunday,26,9,9,20.2,6.7,uwsgi,httpd,php
3,Sunday,26,9,12,13.3,6.7,uwsgi,httpd,php
3,Sunday,26,9,15,8.2,6.8,uwsgi,httpd,php
3,Sunday,26,9,18,21.7,6.8,uwsgi,httpd,php
3,Sunday,26,9,21,9.7,6.7,uwsgi,httpd,php
3,Sunday,26,9,24,10.8,6.7,uwsgi,httpd,php
3,Sunday,26,9,27,9.3,6.7,uwsgi,httpd,php
3,Sunday,26,9,30,10.4,6.8,uwsgi,httpd,php
3,Sunday,26,9,33,8.9,6.7,uwsgi,httpd,php
3,Sunday,26,9,36,10.4,6.7,python3,uwsgi,httpd
3,Sunday,26,9,39,8.9,6.8,python3,uwsgi,httpd
3,Sunday,26,9,42,10.2,6.8,python3,uwsgi,httpd
3,Sunday,26,9,45,9.1,6.8,python3,uwsgi,httpd
3,Sunday,26,9,48,10.4,6.7,python3,uwsgi,httpd
3,Sunday,26,9,51,8.8,6.7,python3,uwsgi,httpd
3,Sunday,26,9,54,10.2,6.8,python3,uwsgi,httpd
3,Sunday,26,9,57,8.9,6.8,python3,uwsgi,httpd
3,Sunday,26,10,0,9.4,7.0,python3,uwsgi,httpd
3,Sunday,26,10,3,8.8,6.7,python3,uwsgi,httpd
3,Sunday,26,10,6,12.0,6.7,python3,uwsgi,httpd
3,Sunday,26,10,9,8.8,6.7,python3,uwsgi,httpd
3,Sunday,26,10,12,23.7,6.7,python3,uwsgi,httpd
3,Sunday,26,10,15,7.8,6.7,python3,uwsgi,httpd
3,Sunday,26,10,18,10.8,6.7,python3,uwsgi,httpd
3,Sunday,26,10,21,11.7,6.8,python3,uwsgi,httpd
3,Sunday,26,10,24,10.2,6.7,python3,uwsgi,httpd
3,Sunday,26,10,27,9.1,6.7,python3,uwsgi,httpd
3,Sunday,26,10,30,24.4,7.5,python3,uwsgi,httpd
3,Sunday,26,10,33,21.8,7.6,python3,uwsgi,httpd
3,Sunday,26,10,36,10.0,6.7,python3,uwsgi,httpd
3,Sunday,26,10,39,8.3,7.3,python3,uwsgi,httpd
3,Sunday,26,10,42,29.9,7.4,python3,uwsgi,php
3,Sunday,26,10,45,10.9,6.8,python3,uwsgi,httpd
3,Sunday,26,10,48,11.6,6.9,python3,uwsgi,httpd
3,Sunday,26,10,51,8.8,6.8,python3,uwsgi,httpd
3,Sunday,26,10,54,10.5,6.8,python3,uwsgi,httpd
3,Sunday,26,10,57,9.3,7.0,python3,uwsgi,httpd
3,Sunday,26,11,0,28.3,7.2,python3,uwsgi,httpd
3,Sunday,26,11,3,8.9,7.0,python3,uwsgi,httpd
3,Sunday,26,11,6,10.5,7.0,python3,uwsgi,httpd
3,Sunday,26,11,9,8.1,6.8,python3,uwsgi,httpd
3,Sunday,26,11,12,11.7,6.8,python3,uwsgi,httpd
3,Sunday,26,11,15,9.2,6.6,python3,uwsgi,httpd
3,Sunday,26,11,18,11.4,6.8,python3,uwsgi,httpd
3,Sunday,26,11,21,10.8,6.9,uwsgi,httpd,php
3,Sunday,26,11,24,10.4,7.3,uwsgi,httpd,php
3,Sunday,26,11,27,9.5,6.9,uwsgi,httpd,php
3,Sunday,26,11,30,11.4,6.9,uwsgi,httpd,php
3,Sunday,26,11,33,9.1,6.9,uwsgi,httpd,php
3,Sunday,26,11,36,23.7,7.1,uwsgi,httpd,php
3,Sunday,26,11,39,8.8,6.9,uwsgi,httpd,php
3,Sunday,26,11,42,10.6,6.8,uwsgi,httpd,php
3,Sunday,26,11,45,9.1,6.8,uwsgi,httpd,php
3,Sunday,26,11,48,11.6,6.8,uwsgi,httpd,php
3,Sunday,26,11,51,8.8,6.8,uwsgi,httpd,php
3,Sunday,26,11,54,10.6,6.8,uwsgi,httpd,php
3,Sunday,26,11,57,9.6,6.7,uwsgi,httpd,php
3,Sunday,26,12,0,9.6,7.0,uwsgi,httpd,php
3,Sunday,26,12,3,8.9,6.8,uwsgi,httpd,php
3,Sunday,26,12,6,11.2,6.8,uwsgi,httpd,php
3,Sunday,26,12,9,25.6,6.9,uwsgi,httpd,php
3,Sunday,26,12,12,10.3,7.0,uwsgi,httpd,php
3,Sunday,26,12,15,8.6,6.8,uwsgi,httpd,php
3,Sunday,26,12,18,10.0,6.7,uwsgi,httpd,php
3,Sunday,26,12,21,8.8,6.6,uwsgi,httpd,amazon-cloudwatch-agent
3,Sunday,26,12,24,9.5,6.9,uwsgi,httpd,php
3,Sunday,26,12,27,8.8,6.7,uwsgi,httpd,php
3,Sunday,26,12,30,10.9,6.8,uwsgi,httpd,php
3,Sunday,26,12,33,9.0,6.7,uwsgi,httpd,php
3,Sunday,26,12,36,10.8,6.6,uwsgi,httpd,amazon-cloudwatch-agent
3,Sunday,26,12,39,8.7,6.7,uwsgi,httpd,php
3,Sunday,26,12,42,15.1,6.7,uwsgi,httpd,php
3,Sunday,26,12,45,8.5,6.7,uwsgi,httpd,php
3,Sunday,26,12,48,9.9,6.9,uwsgi,httpd,php
3,Sunday,26,12,51,9.4,6.4,uwsgi,httpd,php
3,Sunday,26,12,54,27.7,6.9,python3,uwsgi,httpd
3,Sunday,26,12,57,8.5,6.7,python3,uwsgi,httpd
3,Sunday,26,13,0,9.5,7.0,python3,uwsgi,httpd
3,Sunday,26,13,3,9.1,6.7,python3,uwsgi,httpd
3,Sunday,26,13,6,11.8,6.7,python3,uwsgi,httpd
3,Sunday,26,13,9,9.9,6.6,python3,uwsgi,httpd
3,Sunday,26,13,12,28.8,6.8,python3,uwsgi,httpd
3,Sunday,26,13,15,9.1,6.8,python3,uwsgi,httpd
3,Sunday,26,13,18,11.5,6.9,python3,uwsgi,httpd
3,Sunday,26,13,21,8.6,6.8,python3,uwsgi,httpd
3,Sunday,26,13,24,23.8,6.8,python3,uwsgi,httpd
3,Sunday,26,13,27,9.3,6.8,python3,uwsgi,httpd
3,Sunday,26,13,30,13.5,6.8,python3,uwsgi,httpd
3,Sunday,26,13,33,8.9,6.7,python3,uwsgi,httpd
3,Sunday,26,13,36,11.2,6.8,python3,uwsgi,httpd
3,Sunday,26,13,39,9.3,6.7,python3,uwsgi,httpd
3,Sunday,26,13,42,21.7,6.7,python3,uwsgi,httpd
3,Sunday,26,13,45,9.7,6.7,python3,uwsgi,httpd
3,Sunday,26,13,48,11.0,6.7,python3,uwsgi,httpd
3,Sunday,26,13,51,9.0,6.8,python3,uwsgi,httpd
3,Sunday,26,13,54,10.3,6.7,python3,uwsgi,httpd
3,Sunday,26,13,57,9.2,6.7,python3,uwsgi,httpd
3,Sunday,26,14,0,23.4,7.1,python3,uwsgi,httpd
3,Sunday,26,14,3,9.1,6.7,python3,uwsgi,httpd
3,Sunday,26,14,6,11.3,6.9,python3,uwsgi,httpd
3,Sunday,26,14,9,9.6,6.7,python3,uwsgi,httpd
3,Sunday,26,14,12,10.0,6.7,python3,uwsgi,httpd
3,Sunday,26,14,15,9.4,6.7,python3,uwsgi,httpd
3,Sunday,26,14,18,13.7,6.7,python3,uwsgi,httpd
3,Sunday,26,14,21,10.2,6.8,python3,uwsgi,httpd
3,Sunday,26,14,24,11.3,6.8,python3,uwsgi,httpd
3,Sunday,26,14,27,9.2,6.7,python3,uwsgi,httpd
3,Sunday,26,14,30,10.1,6.8,python3,uwsgi,httpd
3,Sunday,26,14,33,9.1,6.8,python3,uwsgi,httpd
3,Sunday,26,14,36,10.9,6.8,python3,uwsgi,httpd
3,Sunday,26,14,39,8.9,6.7,uwsgi,httpd,php
3,Sunday,26,14,42,25.9,6.9,uwsgi,httpd,php
3,Sunday,26,14,45,8.4,6.7,uwsgi,httpd,php
3,Sunday,26,14,48,12.4,6.9,uwsgi,httpd,php
3,Sunday,26,14,51,8.9,6.7,uwsgi,httpd,php
3,Sunday,26,14,54,11.3,6.8,uwsgi,httpd,php
3,Sunday,26,14,57,8.9,6.8,uwsgi,httpd,php
3,Sunday,26,15,0,10.0,7.1,uwsgi,httpd,amazon-cloudwatch-agent
3,Sunday,26,15,3,9.4,6.9,uwsgi,httpd,php
3,Sunday,26,15,6,47.3,6.8,uwsgi,httpd,php
3,Sunday,26,15,9,9.1,6.7,uwsgi,httpd,php
3,Sunday,26,15,12,24.2,7.3,uwsgi,httpd,php
3,Sunday,26,15,15,9.0,7.0,uwsgi,httpd,php
3,Sunday,26,15,18,9.7,7.1,uwsgi,httpd,php
3,Sunday,26,15,21,8.8,7.0,uwsgi,httpd,php
3,Sunday,26,15,24,10.3,6.8,uwsgi,httpd,php
3,Sunday,26,15,27,9.2,6.8,uwsgi,httpd,php
3,Sunday,26,15,30,10.7,6.9,uwsgi,httpd,php
3,Sunday,26,15,33,9.1,6.8,uwsgi,httpd,php
3,Sunday,26,15,36,10.1,6.8,uwsgi,httpd,php
3,Sunday,26,15,39,8.6,6.8,uwsgi,httpd,php
3,Sunday,26,15,42,11.3,6.8,uwsgi,httpd,php
3,Sunday,26,15,45,9.1,6.8,uwsgi,httpd,php
3,Sunday,26,15,48,11.8,7.0,uwsgi,httpd,php
3,Sunday,26,15,51,11.6,6.8,uwsgi,httpd,php
3,Sunday,26,15,54,23.4,6.8,uwsgi,httpd,php
3,Sunday,26,15,57,8.5,6.8,uwsgi,httpd,php
3,Sunday,26,16,0,11.4,7.1,uwsgi,httpd,php
3,Sunday,26,16,3,8.9,6.7,uwsgi,httpd,php
3,Sunday,26,16,6,9.9,6.8,python3,uwsgi,httpd
3,Sunday,26,16,9,9.2,6.7,python3,uwsgi,httpd
3,Sunday,26,16,12,28.5,7.3,python3,uwsgi,httpd
3,Sunday,26,16,15,10.9,6.9,python3,uwsgi,httpd
3,Sunday,26,16,18,27.3,7.0,python3,uwsgi,httpd
3,Sunday,26,16,21,8.8,6.8,python3,uwsgi,httpd
3,Sunday,26,16,24,12.0,6.7,python3,uwsgi,httpd
3,Sunday,26,16,27,8.9,6.8,python3,uwsgi,httpd
3,Sunday,26,16,30,11.1,6.9,python3,uwsgi,httpd
3,Sunday,26,16,33,29.7,7.2,httpd,python3,uwsgi
3,Sunday,26,16,36,11.3,6.7,python3,uwsgi,httpd
3,Sunday,26,16,39,8.4,6.7,python3,uwsgi,httpd
3,Sunday,26,16,42,10.5,6.8,python3,uwsgi,httpd
3,Sunday,26,16,45,9.1,6.8,python3,uwsgi,httpd
3,Sunday,26,16,48,10.6,7.1,python3,uwsgi,httpd
3,Sunday,26,16,51,8.8,6.8,python3,uwsgi,httpd
3,Sunday,26,16,54,20.5,7.0,python3,uwsgi,httpd
3,Sunday,26,16,57,8.6,6.7,python3,uwsgi,httpd
3,Sunday,26,17,0,10.0,7.1,python3,uwsgi,httpd
3,Sunday,26,17,3,8.9,6.9,python3,uwsgi,httpd
3,Sunday,26,17,6,10.0,7.0,python3,uwsgi,httpd
3,Sunday,26,17,9,9.5,6.9,python3,uwsgi,httpd
3,Sunday,26,17,12,10.2,6.9,python3,uwsgi,httpd
3,Sunday,26,17,15,9.3,6.9,python3,uwsgi,httpd
3,Sunday,26,17,18,11.2,6.7,python3,uwsgi,httpd
3,Sunday,26,17,21,9.1,6.8,python3,uwsgi,httpd
3,Sunday,26,17,24,11.1,6.9,python3,uwsgi,httpd
3,Sunday,26,17,27,9.9,6.8,python3,uwsgi,httpd
3,Sunday,26,17,30,9.8,7.2,python3,uwsgi,httpd
3,Sunday,26,17,33,10.0,6.8,python3,uwsgi,httpd
3,Sunday,26,17,36,10.4,6.8,python3,uwsgi,httpd
3,Sunday,26,17,39,10.2,6.8,python3,uwsgi,httpd
3,Sunday,26,17,42,12.3,7.1,uwsgi,httpd,php
3,Sunday,26,17,45,9.4,6.8,uwsgi,httpd,php
3,Sunday,26,17,48,11.9,7.0,uwsgi,httpd,php
3,Sunday,26,17,51,9.1,6.9,uwsgi,httpd,php
3,Sunday,26,17,54,9.8,6.9,uwsgi,httpd,php
3,Sunday,26,17,57,9.3,6.8,uwsgi,httpd,php
3,Sunday,26,18,0,9.6,7.3,uwsgi,httpd,php
3,Sunday,26,18,3,9.2,6.9,uwsgi,httpd,php
3,Sunday,26,18,6,11.1,7.2,uwsgi,httpd,php
3,Sunday,26,18,9,9.0,7.2,uwsgi,httpd,php
3,Sunday,26,18,12,10.4,7.0,uwsgi,httpd,php
3,Sunday,26,18,15,8.9,6.9,uwsgi,httpd,php
3,Sunday,26,18,18,10.8,7.7,uwsgi,httpd,php
3,Sunday,26,18,21,9.5,7.2,uwsgi,httpd,php
3,Sunday,26,18,24,10.5,7.0,uwsgi,httpd,php
3,Sunday,26,18,27,8.7,6.7,uwsgi,httpd,php
3,Sunday,26,18,30,9.2,7.0,uwsgi,httpd,php
3,Sunday,26,18,33,8.7,6.8,uwsgi,httpd,php
3,Sunday,26,18,36,9.9,6.9,uwsgi,httpd,php
3,Sunday,26,18,39,9.0,7.5,uwsgi,httpd,php
3,Sunday,26,18,42,18.2,7.7,uwsgi,httpd,php
3,Sunday,26,18,45,8.2,7.6,uwsgi,httpd,php
3,Sunday,26,18,48,16.6,8.0,httpd,uwsgi,php
3,Sunday,26,18,51,9.4,7.1,httpd,uwsgi,php
3,Sunday,26,18,54,28.8,7.0,python3,uwsgi,php
3,Sunday,26,18,57,7.8,7.3,python3,uwsgi,httpd
3,Sunday,26,19,0,9.9,7.1,python3,uwsgi,httpd
3,Sunday,26,19,3,9.5,6.7,python3,uwsgi,httpd
3,Sunday,26,19,6,11.6,7.2,python3,uwsgi,httpd
3,Sunday,26,19,9,8.5,6.6,python3,uwsgi,httpd
3,Sunday,26,19,12,9.3,7.1,python3,uwsgi,httpd
3,Sunday,26,19,15,9.8,6.9,python3,uwsgi,httpd
3,Sunday,26,19,18,12.2,7.0,python3,uwsgi,httpd
3,Sunday,26,19,21,65.7,7.4,python3,uwsgi,httpd
3,Sunday,26,19,24,10.7,7.1,python3,uwsgi,httpd
3,Sunday,26,19,27,8.6,7.0,python3,uwsgi,httpd
3,Sunday,26,19,30,20.2,7.9,python3,uwsgi,httpd
3,Sunday,26,19,33,9.8,7.5,python3,uwsgi,httpd
3,Sunday,26,19,36,10.7,7.0,python3,uwsgi,httpd
3,Sunday,26,19,39,9.0,6.6,python3,uwsgi,httpd
3,Sunday,26,19,42,11.5,7.3,python3,uwsgi,httpd
3,Sunday,26,19,45,8.9,7.0,python3,uwsgi,httpd
3,Sunday,26,19,48,11.5,7.0,python3,uwsgi,httpd
3,Sunday,26,19,51,8.6,7.0,python3,uwsgi,httpd
3,Sunday,26,19,54,11.9,6.9,python3,uwsgi,httpd
3,Sunday,26,19,57,8.4,6.7,python3,uwsgi,httpd
3,Sunday,26,20,0,10.8,7.0,python3,uwsgi,httpd
3,Sunday,26,20,3,8.5,7.4,python3,uwsgi,httpd
3,Sunday,26,20,6,9.7,6.9,python3,uwsgi,httpd
3,Sunday,26,20,9,23.6,6.7,python3,uwsgi,httpd
3,Sunday,26,20,12,13.8,7.6,python3,uwsgi,httpd
3,Sunday,26,20,15,9.2,6.8,python3,uwsgi,httpd
3,Sunday,26,20,18,13.8,7.1,python3,uwsgi,httpd
3,Sunday,26,20,21,10.1,6.7,python3,uwsgi,httpd
3,Sunday,26,20,24,29.6,6.7,uwsgi,httpd,php
3,Sunday,26,20,27,8.9,6.7,uwsgi,httpd,php
3,Sunday,26,20,30,12.6,6.8,uwsgi,httpd,php
3,Sunday,26,20,33,8.9,6.7,uwsgi,httpd,php
3,Sunday,26,20,36,10.1,6.6,uwsgi,httpd,php
3,Sunday,26,20,39,13.8,6.8,uwsgi,httpd,php
3,Sunday,26,20,42,10.6,7.0,uwsgi,httpd,php
3,Sunday,26,20,45,9.3,7.3,uwsgi,httpd,php
3,Sunday,26,20,48,10.4,7.1,uwsgi,httpd,php
3,Sunday,26,20,51,8.5,6.7,uwsgi,httpd,php
3,Sunday,26,20,54,20.4,6.8,uwsgi,httpd,php
3,Sunday,26,20,57,8.9,6.7,uwsgi,httpd,php
3,Sunday,26,21,0,9.6,6.9,uwsgi,httpd,php
3,Sunday,26,21,3,8.6,6.7,uwsgi,httpd,php
3,Sunday,26,21,6,10.3,6.5,uwsgi,httpd,php
3,Sunday,26,21,9,9.4,6.7,uwsgi,httpd,php
3,Sunday,26,21,12,11.5,6.7,uwsgi,httpd,php
3,Sunday,26,21,15,8.8,6.6,uwsgi,httpd,php
3,Sunday,26,21,18,10.5,6.7,uwsgi,httpd,php
3,Sunday,26,21,21,8.9,6.7,uwsgi,httpd,php
3,Sunday,26,21,24,10.9,6.7,uwsgi,httpd,php
